,fips,emp_combined,merchants_all,spend_all
698,48339,-0.05979853256704982,-0.1848014797507788,-0.11615203778282544
699,48355,-0.0274678429118774,-0.2747722741433025,-0.04946125086987307
700,48361,-0.027660352107279695,-0.17346037187500002,-0.007798415726634924
701,48375,0.01810047509578544,-0.19100503115264797,-0.27875911033428574
702,48397,-0.08285683524904221,-0.18966994704049842,-0.1659208573320634
703,48423,-0.05763579272030653,-0.13263612461059188,-0.010255149245015869
704,48439,-0.04536785440613029,-0.1906214573208723,-0.09011355216990473
705,48451,-0.05243403639846742,,
706,48453,-0.08964473563218392,-0.2761391152647976,-0.01490864689888571
707,48471,-0.10073430268199234,,0.08595465696098414
708,48473,0.015390298850574715,,-0.04742705828634601
709,48477,-0.10549283409961689,,-0.0724587339768254
710,48485,-0.04070050574712644,,-0.047652203143841255
711,48491,-0.10492542758620689,-0.1954570872274145,-0.01975855866095241
712,49005,-0.15326166551724135,-0.12864653271028037,-0.15645359691390476
713,49011,-0.006399352490421465,-0.1315197009345795,
714,49035,-0.09223504597701149,-0.14575909657320868,-0.07182992992736506
715,49043,-0.21517250191570894,,-0.1207379073117777
716,49045,-0.18032413793103458,,
717,49049,-0.06580327509578546,-0.1397131775700934,-0.15253507256282547
718,49051,-0.13375960919540236,,0.00349371441841271
719,49053,-0.03183494252873566,,
720,49057,-0.06287503831417625,-0.15838578193146427,0.044370733434380964
721,50001,-0.12487727624521075,,-0.16192269239942836
722,50003,-0.0785671647509578,,
723,50005,-0.08429687356321838,,
724,50007,-0.1689556666666665,-0.2489379214953276,
725,50015,-0.25024375862068965,,
726,50021,-0.13815805747126433,,
727,50023,-0.12193394827586204,,-0.2570116188625396
728,50025,-0.11318955593869731,,-0.15395649198034922
729,50027,-0.15305031532567054,,
730,51003,-0.129122153256705,,-0.0637915083303809
731,51013,-0.09611533333333341,,-0.21066920606380943
732,51015,-0.09399888620689659,,-0.20814647538542871
733,51019,-0.12098630268199238,,-0.07639829198095237
734,51041,-0.10463028735632188,-0.18507190342679133,-0.08997768222222216
735,51043,-0.048093636015325646,,-0.06468125089768895
736,51059,-0.06176286896551724,-0.22346948598130845,-0.16409230615619047
737,51061,-0.036647079310344825,,-0.1436910250803491
738,51067,8.689655172416474e-05,,-0.14595325052292077
739,51069,-0.11969527203065132,,-0.0704491425266667
740,51073,-0.0489419157088123,,-0.07410751005911755
741,51075,-0.07126578900383146,,-0.16184648524885709
742,51077,0.003072900383141764,,
743,51085,-0.18552401915708835,-0.235671090342679,-0.08152797464184132
744,51087,-0.10726709961685822,-0.218355100623053,-0.08371755527460324
745,51093,-0.05263013793103449,,-0.02476097773174607
746,51095,-0.07662975095785443,,-0.12320775876919675
747,51107,-0.07205997279693481,-0.2475707788161993,-0.11466713015428572
748,51137,-0.04901487318007661,,
749,51145,-0.09506783908045974,,-0.08581214950609532
750,51149,-0.10663295938697309,,-0.06445319679146036
751,51153,-0.03031125900383142,-0.2167288847352027,-0.15519323813714275
752,51165,-0.010506083639846748,,
753,51171,0.017915478927203066,,-0.006916158748571435
754,51177,-0.04709270881226052,-0.22900037383177568,
755,51179,-0.10596194980842909,-0.1904802211838008,
756,51187,-0.025679413793103456,,-0.16290537498253976
757,51199,-0.0036857923371647543,,-0.06459457144158727
758,53005,-0.09095374712643665,-0.17122904984423662,-0.1078171111425397
759,53007,-0.0851129808429119,,-0.06946932367088894
760,53011,-0.07886646360153256,-0.38415544859813056,-0.11947955547523813
761,53015,-0.06619953333333335,,-0.08900439073076194
762,53031,-0.07042720459770113,,0.005673396638412698
763,53033,-0.08099589655172415,-0.24712049844236783,-0.17148632055701582
764,53035,-0.04124850191570882,-0.21068159190031138,-0.09735377823574609
765,53053,-0.0697768620689655,-0.24000838006230532,-0.07943620666609527
766,53057,-0.10960707662835252,,-0.04483704774209516
767,53061,-0.12938860919540224,-0.21526171339563865,-0.0874099492663175
768,53063,-0.04534629118773944,-0.1275464454828659,
769,53067,-0.10145358237547904,-0.22281130841121496,0.07981319723809843
770,53073,-0.07855298593869733,-0.17975138940809976,-0.023467371762222196
771,53077,-0.0242662490421456,-0.1928820996884735,-0.06415132685403174
772,54011,-0.10847624356321842,-0.21958543613707146,0.06904960311707936
773,54023,-0.034693430268199224,,
774,54033,-0.07920263333333327,,-0.13827281860854915
775,54039,-0.12629388122605364,-0.17437907476635506,0.009284263633999996
776,54061,-0.12458817624521072,-0.19370900623052964,-0.04763493036180951
777,54069,-0.08131570498084284,,
778,54095,-0.06805259003831414,,
779,54099,-0.11723744827586205,,
780,55009,-0.11512727892720301,-0.2063739563862929,-0.08131973016120636
781,55017,-0.0678195019157088,,-0.08264619386701584
782,55025,-0.08801351724137932,-0.2501074828660438,-0.1279258413504762
783,55027,0.01909484022988505,,0.04984023812920636
784,55035,-0.09949223639846741,,-0.10273825401619052
785,55039,0.02653814942528737,,0.0050081618122857
786,55055,-0.06258283908045977,-0.17792099688473514,
787,55059,-0.04645177777777778,,-0.3010961272333332
788,55073,-0.0644961264367816,,-0.02181221565749204
789,55079,-0.05664843908045977,-0.2534909657320874,-0.11090766320504762
790,55087,-0.09331679310344829,,-0.0803932117248508
791,55089,-0.13485694559386976,,-0.08232260002342856
792,55097,-0.06783907662835247,,-0.16618672670384138
793,55101,-0.07798762720306514,,-0.1783647524104761
794,55105,-0.08405963984674328,,
795,55111,-0.054721103448275875,,-0.07221222234095243
796,55127,-0.04597367279693487,,-0.03438467929006349
797,55131,-0.06498347509578543,,-0.11607200018380953
798,55133,-0.026831921072796923,-0.24638130841121467,-0.14705685710063482
799,55139,-0.12415993486590042,,-0.0951683994773017
800,56025,0.013729383141762464,-0.359201775700935,0.10575624084946031
801,56039,-0.05642042183908048,,-0.12392258401526983
802,1043,,-0.05445243395638631,-0.05753727749539359
803,1069,,-0.14279802803738323,-0.019751878639695263
804,1095,,-0.20794280373831775,-0.05725464748279372
805,1103,,-0.19185320560747665,-0.11934486662473022
806,2020,,-0.2712527414330214,-0.14609961887174597
807,5045,,-0.15215799999999996,-0.041938536617746026
808,12033,,-0.20630942367601254,-0.12150133320825399
809,12073,,-0.18518740498442365,-0.01563228897057143
810,12109,,-0.2573430841121497,-0.04795187169885399
811,12111,,-0.14749901557632417,-0.09921781318133337
812,13073,,-0.1850606853582554,-0.11082486805111093
813,13095,,-0.22162237071651078,-0.15268271822349205
814,13223,,-0.17883939563862927,-0.0295291675292381
815,16019,,-0.14041204672897192,0.04125459367593649
816,16055,,-0.1571932056074766,
817,17161,,-0.2097211121495327,-0.03568264425053337
818,17163,,-0.15958480280373827,-0.10152203164603175
819,17183,,-0.14049588785046746,
820,17199,,-0.032501308411214964,
821,18037,,-0.21727311526479745,-0.16428680288104763
822,18053,,-0.1977208411214953,
823,18141,,-0.23646258566978196,
824,18157,,-0.20267609657320868,
825,19013,,-0.2065474610591901,-0.1550416822746033
826,19045,,-0.24208331152647966,-0.005588134851365083
827,19061,,-0.2108897601246105,-0.10899974637079377
828,19113,,-0.22673792523364503,-0.10982971754571429
829,19193,,-0.09321356386292831,-0.12435460311396822
830,20161,,-0.23817130841121495,0.09055446655047615
831,21019,,-0.14788568847352013,
832,21035,,-0.17234283800623065,
833,22015,,-0.10959291900311534,-0.05913905357485718
834,22017,,-0.20339937632398755,-0.006724965031460314
835,22019,,-0.3992157133956388,0.0006469244940634821
836,22073,,-0.1850955264797506,-0.10675177811746027
837,22109,,-0.29311574299065446,-0.06163982530857134
838,24510,,-0.3085872990654207,-0.038937225500666604
839,26115,,-0.19971848286604363,-0.0020259585478412637
840,27137,,-0.13995840809968854,-0.13451114274634926
841,27141,,-0.1886283177570091,-0.0794713568029238
842,28121,,-0.19180225545171323,-0.03901246019012699
843,29071,,-0.1035598006230529,0.0003277239275872993
844,29145,,-0.18816414641744544,
845,29161,,-0.12189736137071654,
846,29183,,-0.16339158878504662,-0.09080461599879366
847,29187,,-0.10154878504672885,
848,29189,,-0.21514831775700918,-0.08717145374219054
849,29510,,-0.23095825233644848,-0.08112947313933333
850,30029,,-0.18407044548286616,
851,30047,,-0.1523082242990654,
852,30049,,-0.12996335514018686,
853,30111,,-0.2345871433021806,
854,35013,,-0.3367887850467296,-0.17807193973333338
855,37019,,-0.1586898598130842,-0.09207757744365076
856,37155,,-0.08957366666666666,-0.031180444286984126
857,37191,,-0.11589152950155752,-0.2079696032689206
858,41029,,-0.20727877258566996,
859,41067,,-0.17549614517133943,-0.13056887639044434
860,42009,,-0.13910468224299052,0.07209828564095241
861,42055,,-0.17695506542056083,-0.01188101595787301
862,42065,,-0.04738047009345794,0.07331041126507933
863,42079,,-0.1667718660436137,-0.0027981972339364996
864,46099,,-0.17928003676012472,-0.09661599976603176
865,47119,,-0.25167485981308385,-0.603097080812381
866,48049,,-0.20789781931464185,0.11677780946888885
867,48167,,-0.25806877570093445,-0.06539065712187306
868,48171,,-0.21740377320872273,-0.14250707470413007
869,48427,,-0.2860614610591903,-0.17446406326596817
870,48479,,-0.20923928348909668,-0.19935980959873018
871,48495,,-0.06302855799373042,
872,51161,,-0.20729934579439258,-0.04310628858507935
873,51550,,-0.1718607725856698,
874,51700,,-0.20257511838006234,-0.0411117634981143
875,51710,,-0.17665074766355154,
876,51760,,-0.0933180924610592,-0.0956724064292381
877,51770,,-0.11111495327102809,-0.09386444281710157
878,51800,,-0.16005764174454817,
879,51810,,-0.22094364174454856,-0.04399087970660008
880,54003,,-0.1786127414330218,0.009662808581650783
881,54081,,-0.09521585109034275,-0.08121479376031744
882,55063,,-0.2353638473520251,-0.17937069815298406
883,55109,,-0.1314763398753894,
884,55117,,-0.274755981308411,-0.04135797159371425
885,1001,,,-0.016483288395904776
886,1009,,,-0.03466198416885708
887,1019,,,-0.13595505347016196
888,1021,,,-0.02074296207079366
889,1031,,,-0.020020018821999983
890,1033,,,0.03191876810450792
891,1037,,,0.03533965086000002
892,1039,,,-0.14035439384257148
893,1041,,,-0.24549212705777768
894,1045,,,-0.007421104830761904
895,1047,,,-0.033227774405152434
896,1049,,,-0.12471321264822226
897,1051,,,-0.050602902145746066
898,1055,,,-0.08850959955082534
899,1059,,,0.03339596800638095
900,1061,,,-0.009980282676476165
901,1067,,,0.14175098275047604
902,1071,,,0.01911611756571429
903,1075,,,0.016725599770857157
904,1077,,,0.015365682491174587
905,1079,,,0.015963968030158735
906,1083,,,-0.08311867337266667
907,1093,,,0.0900342215161905
908,1105,,,0.03824790144974602
909,1109,,,-0.022301435791209526
910,1111,,,0.03705326987904762
911,1113,,,0.021612192812066666
912,1115,,,0.08642709056136508
913,1121,,,0.1204313810974285
914,1123,,,-0.1063311747333333
915,1127,,,-0.03635716444882537
916,1133,,,0.09209657236349206
917,2110,,,-0.21419317463079374
918,2122,,,-0.06717759675168249
919,2130,,,0.051769682476825354
920,2150,,,-0.12917954625171438
921,2220,,,-0.2695385089301589
922,2261,,,-0.13844206347301585
923,4009,,,-0.008332177979904777
924,4012,,,-0.05194458422768249
925,4017,,,-0.0019247775294920937
926,5001,,,-0.19194272795844436
927,5003,,,-0.1230559691304762
928,5005,,,-0.18905917461714275
929,5015,,,-0.10520028597238093
930,5023,,,-0.14452746035333333
931,5033,,,0.03579188028853966
932,5063,,,-0.13683612320853966
933,5067,,,-0.13963451498695234
934,5085,,,0.032261276084190466
935,5091,,,-0.06580247606977777
936,5115,,,-0.08926606318409533
937,5131,,,-0.08991443810085721
938,5145,,,-0.017170716602257136
939,6011,,,-0.12488093036422217
940,6023,,,-0.008429631520571438
941,6027,,,-0.039132085607650816
942,6035,,,-0.1827736194771428
943,6043,,,-0.0652759192526381
944,6051,,,-0.15297717582285714
945,6063,,,0.0157898662053968
946,6093,,,-0.03400840671142859
947,6103,,,-0.1723958765840953
948,6109,,,-0.15143561910634915
949,8003,,,0.05257211770574602
950,8007,,,-0.11260907920888878
951,8015,,,-0.0640577083586032
952,8021,,,-0.010278815688222236
953,8023,,,0.08976356760409526
954,8029,,,-0.12422455721326356
955,8037,,,-0.19086090784057133
956,8039,,,-0.05424514626295236
957,8043,,,-0.018402545983587353
958,8045,,,-0.0773409841914603
959,8047,,,-0.11503206362730155
960,8051,,,-0.10254501548380958
961,8081,,,0.015773033864730165
962,8083,,,-0.10370528271549213
963,8085,,,-0.054331217086869874
964,8087,,,0.006015714459968263
965,8091,,,-0.06277019106822224
966,8093,,,-0.15647180900190483
967,8105,,,-0.019053212758761904
968,8107,,,0.02117251143495238
969,8109,,,-0.022443688864825385
970,8113,,,-0.11583193652380946
971,8119,,,-0.08186662210641268
972,12003,,,-0.014932459551780948
973,12007,,,0.04434113328914283
974,12013,,,0.14949672970698402
975,12023,,,-0.052723113268244484
976,12027,,,-0.06027985412926977
977,12029,,,0.08357365111269843
978,12039,,,0.05576168259469842
979,12041,,,0.008795685564476184
980,12045,,,-0.07469364477809524
981,12047,,,-0.004672197231519998
982,12051,,,-0.009315028884825391
983,12059,,,0.011899079442222196
984,12065,,,-0.03495016613686351
985,12067,,,0.06332614316146029
986,12077,,,0.06008429526273015
987,12079,,,-0.049064564592666664
988,12113,,,-0.08327159161181273
989,12123,,,0.04960627306542858
990,12125,,,0.03255325409777778
991,12129,,,-0.019632850682911113
992,12131,,,-0.14308181275717444
993,12133,,,0.009723107813365077
994,13009,,,-0.06090227601803177
995,13013,,,-0.09810450795965081
996,13023,,,0.023887193784412706
997,13025,,,-0.06726222902520632
998,13029,,,-0.12876768914438091
999,13031,,,-0.1456736701045397
1000,13033,,,0.20555422159079356
1001,13035,,,0.018486383733777773
1002,13039,,,-0.025622850912380958
1003,13047,,,-0.02433131134384126
1004,13049,,,-0.033634073062095246
1005,13069,,,-0.073277371425746
1006,13071,,,0.15412677630761898
1007,13085,,,0.03878337812600003
1008,13087,,,0.1131496601600635
1009,13091,,,-0.010145133239619044
1010,13103,,,-0.07275160949936517
1011,13107,,,-0.0007935704527587278
1012,13111,,,-0.048393628374888885
1013,13117,,,-0.058986431802793664
1014,13119,,,-0.0767288891593651
1015,13123,,,-0.049785003255904785
1016,13127,,,-0.0846665301794286
1017,13129,,,0.02485034934857144
1018,13131,,,-0.1237277460095239
1019,13133,,,-0.09967116513403179
1020,13143,,,0.0015402982815873032
1021,13145,,,-0.013164922552066652
1022,13159,,,-0.08723370172415866
1023,13169,,,-0.10094278328000955
1024,13175,,,-0.05280974926031741
1025,13179,,,-0.003735904442222228
1026,13187,,,0.03023190482666664
1027,13195,,,-0.1000003712149842
1028,13197,,,0.12600660658000662
1029,13199,,,-0.1570810155822221
1030,13207,,,-0.005988425111079394
1031,13211,,,-0.10847965056730154
1032,13213,,,-0.038024063554793604
1033,13225,,,-0.10481803827787302
1034,13227,,,-0.07404457454358732
1035,13229,,,0.012970517325460318
1036,13231,,,-0.08951196352282535
1037,13233,,,-0.15401692051460317
1038,13237,,,-0.03598156311292063
1039,13241,,,0.1470976159114285
1040,13255,,,-0.010420432121657136
1041,13257,,,0.059363317541269854
1042,13261,,,-0.029714558922222235
1043,13285,,,0.0655466599809841
1044,13289,,,0.05385642851244445
1045,13291,,,-0.05034526193244446
1046,13295,,,-0.04682519059238092
1047,13299,,,0.004500813955279367
1048,13311,,,-0.1746793971034921
1049,15009,,,-0.017473581038920622
1050,16005,,,-0.03963956519434918
1051,16011,,,-0.028263681803428583
1052,16013,,,-0.08603662453842226
1053,16021,,,-0.006340844502444448
1054,16023,,,-0.015673333192380946
1055,16031,,,-0.0449045780323492
1056,16037,,,0.052525507187206374
1057,16041,,,-0.24730533338095245
1058,16043,,,0.029042507764603178
1059,16045,,,-0.019965628469714298
1060,16047,,,-0.013067015189301576
1061,16049,,,-0.10510965238539362
1062,16051,,,0.005223355510603181
1063,16053,,,-0.006734479337682531
1064,16059,,,0.0865221221209461
1065,16063,,,0.03432736135177775
1066,16067,,,-0.005880793566031775
1067,16075,,,-0.06185015257088891
1068,16081,,,-0.10657691447268898
1069,16083,,,-0.02156673330123808
1070,17001,,,-0.04865049553450794
1071,17007,,,-0.23134226702114302
1072,17027,,,-0.16224825425492068
1073,17049,,,-0.04117164145009521
1074,17057,,,-0.1264334638190794
1075,17061,,,0.02821010801320634
1076,17063,,,0.04416628572222221
1077,17067,,,-0.04314615548441268
1078,17073,,,-0.10012365078158736
1079,17077,,,-0.17296104102285706
1080,17083,,,-0.09101110161714918
1081,17091,,,0.1503631206882222
1082,17095,,,-0.15307262801184127
1083,17107,,,-0.1246002890380636
1084,17109,,,0.0024546348694920407
1085,17117,,,0.0403558537313016
1086,17123,,,-0.1357940950031747
1087,17125,,,0.02196530159209521
1088,17129,,,0.013038774297492037
1089,17131,,,-0.056449143761333365
1090,17133,,,0.014741260329244454
1091,17135,,,0.004178590323872998
1092,17137,,,-0.060826034877523805
1093,17147,,,-0.10508454155597144
1094,17149,,,0.03615468906371431
1095,17157,,,0.0937961013009524
1096,17171,,,0.05414323824282541
1097,17173,,,-0.029839683562796863
1098,17185,,,0.12752406374761902
1099,17187,,,-0.09056909522104767
1100,17195,,,-0.07551916794863492
1101,17203,,,-0.11161550134599997
1102,18019,,,-0.10305628596158732
1103,18029,,,-0.1450061139390477
1104,18031,,,-0.09763589200663489
1105,18051,,,0.059866726886158725
1106,18077,,,0.06121516151390479
1107,18079,,,-0.08152211734066674
1108,18087,,,-0.057792155744127
1109,18113,,,-0.05854019014539679
1110,18129,,,-0.02331186998212697
1111,18143,,,-0.08966267299111116
1112,18147,,,-0.08428647589841275
1113,18151,,,-0.11172933325888883
1114,18173,,,0.017727939791682544
1115,18183,,,-0.2523549525349207
1116,19011,,,-0.11929266703269834
1117,19015,,,-0.10933845745574607
1118,19017,,,-0.0854558128196508
1119,19019,,,-0.06411152420228575
1120,19023,,,0.05672691957269836
1121,19029,,,-0.010606850095907942
1122,19031,,,0.02925196734857141
1123,19033,,,-0.16878570804034923
1124,19047,,,-0.1291719051565079
1125,19059,,,-0.2210217454536508
1126,19085,,,-0.062126432649555495
1127,19087,,,-0.2427535553603176
1128,19097,,,-0.024002563109549187
1129,19099,,,-0.22932167959460303
1130,19105,,,-0.0045649854073015125
1131,19111,,,-0.1722520630517459
1132,19115,,,-0.06013672066752386
1133,19121,,,-0.01854435543803179
1134,19125,,,-0.12000405096701594
1135,19127,,,-0.2501129325533334
1136,19139,,,0.09216888838126987
1137,19149,,,-0.08903150468971428
1138,19163,,,-0.0204273087907302
1139,19171,,,-0.3476502219590474
1140,19179,,,-0.18936676140984116
1141,19181,,,-0.1797893962603174
1142,19187,,,-0.301812063078222
1143,20015,,,-0.07793146029269842
1144,20041,,,0.025937917310476188
1145,20051,,,-0.1828011427479364
1146,20079,,,-0.04686386670539683
1147,20085,,,-0.041735158422603204
1148,20099,,,0.0004603523039238114
1149,20111,,,-0.2976872062260317
1150,20113,,,-0.1862658418898412
1151,20123,,,-0.03343425408603176
1152,20125,,,-0.1388348191593968
1153,20139,,,-0.18096150205838077
1154,20149,,,-0.15977712939847616
1155,20151,,,-0.2515616956844762
1156,20153,,,0.0031856445452698437
1157,20169,,,-0.21550641322126976
1158,20175,,,-0.06632858261304128
1159,20193,,,0.026894968300349216
1160,21005,,,-0.1759748764165079
1161,21017,,,0.06401180472672699
1162,21027,,,-0.06244060664174606
1163,21029,,,-0.12130188278285718
1164,21033,,,0.09469294647523814
1165,21043,,,-0.052627056889841255
1166,21049,,,0.04661092058285715
1167,21059,,,0.026812730300952384
1168,21063,,,-0.057865737970869864
1169,21069,,,-0.030305079365079358
1170,21091,,,0.04884938702790476
1171,21097,,,0.031235676906669844
1172,21101,,,0.03020326982914284
1173,21107,,,0.10352369787396828
1174,21109,,,-0.36960546076539685
1175,21113,,,-0.03173043456663808
1176,21125,,,-0.08633993359917452
1177,21151,,,-0.019695682688634943
1178,21155,,,-0.059675304765174624
1179,21173,,,-0.007684688736825397
1180,21181,,,-0.014943022466920646
1181,21183,,,-0.04281356851911114
1182,21205,,,0.013256438362222225
1183,21225,,,0.045036733489555565
1184,21227,,,-0.15038914254952385
1185,21229,,,0.02873911109206347
1186,21233,,,-0.03274852719307937
1187,21239,,,-0.0943420952180952
1188,22001,,,-0.11065876203333325
1189,22003,,,0.16550192372660325
1190,22005,,,0.025491777608888877
1191,22007,,,0.01593988848815239
1192,22011,,,0.06364192998571429
